利用日	利用店名・商品名	利用者	支払方法	利用金額	支払手数料	支払総額	2月支払金額	3月繰越残高	新規サイン	決済日	備考
2025/10/31	ﾁﾖｳﾌﾊﾟﾙｺﾁﾔﾝｽｾﾝﾀｰ	本人	1回払い	3000	0	3000	3000	0	*	202511	
2025/10/31	ﾃﾞｲﾘ-ﾔﾏｻﾞｷ	本人	1回払い	5900	0	5900	5900	0	*	202511	
2025/10/31	ﾚﾝｹﾞｼﾖｸﾄﾞｳﾄｳｼﾕｳﾁ	本人	1回払い	935	0	935	935	0	*	202511	
2025/10/30	ローソン	本人	1回払い	283	0	283	283	0	*	202511	
2025/10/29	PAYPAL *STEAM GAMES利用国GBR	本人	1回払い	1584	0	1584	1584	0	*	202511	現地利用額　　　　　　１５８４．０００変換レート　　　１．０００円
2025/10/29	4001032ｽ-ﾊﾟ-ﾀﾅｶﾎ	本人	1回払い	1445	0	1445	1445	0	*	202511	
2025/10/28	4001032ｽ-ﾊﾟ-ﾀﾅｶﾎ	本人	1回払い	1571	0	1571	1571	0	*	202511	
2025/10/26	ｽ-ﾊﾟ-ﾍﾞﾙｸｽｿｳｶﾔﾂｶ	本人	1回払い	9622	0	9622	9622	0	*	202511	
2025/10/26	ﾀｲﾑｽﾞｶ-	本人	1回払い	2420	0	2420	2420	0	*	202511	
2025/10/24	4001032ｽ-ﾊﾟ-ﾀﾅｶﾎ	本人	1回払い	696	0	696	696	0	*	202511	
2025/10/24	ﾃﾞｲﾘ-ﾔﾏｻﾞｷ	本人	1回払い	5900	0	5900	5900	0	*	202511	
2025/10/24	AMAZON.CO.JP	本人	1回払い	1080	0	1080	1080	0	*	202511	
2025/10/24	AMAZON.CO.JP	本人	1回払い	1080	0	1080	1080	0	*	202511	
2025/10/24	AMAZON.CO.JP	本人	1回払い	1080	0	1080	1080	0	*	202511	
2025/10/24	AMAZON.CO.JP	本人	1回払い	1080	0	1080	1080	0	*	202511	
2025/10/24	ﾚﾝｹﾞｼﾖｸﾄﾞｳﾄｳｼﾕｳﾁ	本人	1回払い	1012	0	1012	1012	0	*	202511	
2025/10/23	ｱﾏｿﾞﾝﾌﾟﾗｲﾑｶｲﾋ	本人	1回払い	600	0	600	600	0	*	202511	
2025/10/22	4001030 ﾀﾅｶｴｷﾏｴﾃ	本人	1回払い	1250	0	1250	1250	0	*	202511	
2025/10/22	ﾚﾝｹﾞｼﾖｸﾄﾞｳﾄｳｼﾕｳﾁ	本人	1回払い	847	0	847	847	0	*	202511	
2025/10/21	AMAZON.CO.JP	本人	1回払い	1998	0	1998	1998	0	*	202511	
2025/10/20	EXPEDIA 73279189	本人	1回払い	19097	0	19097	19097	0	*	202511	
2025/10/19	ｳｰﾊﾞｰｲｰﾂ	本人	1回払い	1903	0	1903	1903	0	*	202511	
2025/10/19	4001032ｽ-ﾊﾟ-ﾀﾅｶﾎ	本人	1回払い	6533	0	6533	6533	0	*	202511	
2025/10/18	ﾆｭｰﾃﾞｲｽﾞ･ｷｵｽｸ  ﾄｳｷｮ	本人	1回払い	175	0	175	175	0	*	202511	
2025/10/18	ｶﾝｺｸﾋﾛﾊﾞﾎﾝﾃﾝ	本人	1回払い	639	0	639	639	0	*	202511	
2025/10/17	ﾃﾞｲﾘ-ﾔﾏｻﾞｷ	本人	1回払い	5900	0	5900	5900	0	*	202511	
2025/10/16	ｷﾀｾﾝｼﾞﾕ ﾏﾙｲ/NFC	本人	1回払い	398	0	398	398	0	*	202511	
2025/10/16	ｷﾀｾﾝｼﾞﾕ ﾏﾙｲ/NFC	本人	1回払い	1311	0	1311	1311	0	*	202511	
2025/10/16	ﾚﾝｹﾞｼﾖｸﾄﾞｳﾄｳｼﾕｳﾁ	本人	1回払い	693	0	693	693	0	*	202511	
2025/10/15	ｽﾐﾄﾓｾｲﾒｲﾎｹﾝ(ﾎｹﾝﾘ	本人	1回払い	10000	0	10000	10000	0	*	202511	
2025/10/15	ｽﾐﾄﾓｾｲﾒｲﾎｹﾝ(ﾎｹﾝﾘ	本人	1回払い	6820	0	6820	6820	0	*	202511	
2025/10/15	ｽﾐﾄﾓｾｲﾒｲﾎｹﾝ(VITA	本人	1回払い	440	0	440	440	0	*	202511	
2025/10/15	ﾄｳｷｮｳ ｶﾞｽ ｶﾞｽﾘﾖｳｷﾝ  25/10 1576-780-1077	本人	1回払い	12642	0	12642	12642	0	*	202511	
2025/10/14	ｳｰﾊﾞｰｲｰﾂ	本人	1回払い	1890	0	1890	1890	0	*	202511	
2025/10/14	4001032ｽ-ﾊﾟ-ﾀﾅｶﾎ	本人	1回払い	2499	0	2499	2499	0	*	202511	
2025/10/13	ｶﾌﾞｼｷｶﾞｲｼｬﾄﾞﾐﾉﾋﾟ	本人	1回払い	1999	0	1999	1999	0	*	202511	
2025/10/12	GOOGLE *YOUTUBEPREMI利用国GBR	本人	1回払い	1280	0	1280	1280	0	*	202511	現地利用額　　　　　　１２８０．０００変換レート　　　１．０００円
2025/10/12	ﾏﾂﾔ ｷﾀｾﾝｼﾞﾕﾋｶﾞｼｸ	本人	1回払い	860	0	860	860	0	*	202511	
2025/10/11	ローソン	本人	1回払い	399	0	399	399	0	*	202511	
2025/10/11	4001030 ﾀﾅｶｴｷﾏｴﾃ	本人	1回払い	2319	0	2319	2319	0	*	202511	
2025/10/11	ｶﾗｵｹﾏﾈｷﾈｺｱｷﾊﾊﾞﾗｼ	本人	1回払い	3920	0	3920	3920	0	*	202511	
2025/10/10	ﾃﾞｲﾘ-ﾔﾏｻﾞｷ	本人	1回払い	5900	0	5900	5900	0	*	202511	
2025/10/6	ｻﾝﾄﾞﾗﾂｸﾞ	本人	1回払い	194	0	194	194	0	*	202511	
2025/10/6	ｷﾀｾﾝｼﾞﾕ ﾏﾙｲ/NFC	本人	1回払い	1080	0	1080	1080	0	*	202511	
2025/10/6	ｷﾀｾﾝｼﾞﾕ ﾏﾙｲ/NFC	本人	1回払い	4195	0	4195	4195	0	*	202511	
2025/10/6	4001030 ﾀﾅｶｴｷﾏｴﾃ	本人	1回払い	543	0	543	543	0	*	202511	
2025/10/6	ﾚﾝｹﾞｼﾖｸﾄﾞｳﾄｳｼﾕｳﾁ	本人	1回払い	1001	0	1001	1001	0	*	202511	
2025/10/6	ＮＵＲＯ光　ご利用料金	本人	1回払い	2870	0	2870	2870	0	*	202511	
2025/10/5	ﾄﾘﾂﾌﾟ ﾄﾞﾂﾄｺﾑ	本人	1回払い	58560	0	58560	58560	0	*	202511	
2025/10/5	ｾﾌﾞﾝ ｲﾚﾌﾞﾝ	本人	1回払い	670	0	670	670	0	*	202511	
2025/10/4	ﾘｱｺ ﾗﾗﾎﾟ-ﾄｼﾝﾐｻﾄﾃ	本人	1回払い	7001	0	7001	7001	0	*	202511	
2025/10/4	4001030 ﾀﾅｶｴｷﾏｴﾃ	本人	1回払い	3377	0	3377	3377	0	*	202511	
2025/10/3	ｳｰﾊﾞｰｲｰﾂ	本人	1回払い	1408	0	1408	1408	0	*	202511	
2025/10/2	4001032ｽ-ﾊﾟ-ﾀﾅｶﾎ	本人	1回払い	5172	0	5172	5172	0	*	202511	
2025/10/1	4001030 ﾀﾅｶｴｷﾏｴﾃ	本人	1回払い	814	0	814	814	0	*	202511	
2025/10/1	ﾃﾞｲﾘ-ﾔﾏｻﾞｷ	本人	1回払い	5900	0	5900	5900	0	*	202511	
2025/10/1	AMAZON.CO.JP	本人	1回払い	390	0	390	390	0	*	202511	
2025/10/1	ﾚﾝｹﾞｼﾖｸﾄﾞｳﾄｳｼﾕｳﾁ	本人	1回払い	759	0	759	759	0	*	202511	
2025/9/30	ＩＩＪ　サービス料金	本人	1回払い	925	0	925	925	0	*	202511	
2025/9/24	ＥＴＣカード売上	ETC	1回払い	1430	0	1430	1430	0	*	202511	ﾜﾝｶﾞﾝｲﾁｶﾜ  ｼﾝｸｳｺｳ
2025/9/24	ＥＴＣカード売上	ETC	1回払い	290	0	290	290	0	*	202511	ﾌﾅﾊﾞｼﾎﾝｾﾝﾉ ｼﾕﾄｾﾂｿﾞｸﾉ
2025/9/24	ＥＴＣカード売上	ETC	1回払い	250	0	250	250	0	*	202511	ｶﾞｲｶﾝｹｲﾖｳJ ｺｳﾔJCT
2025/9/24	ＥＴＣカード売上	ETC	1回払い	1100	0	1100	1100	0	*	202511	ｼﾝｸｳｺｳ     ﾐﾔﾉｷﾞ
2025/9/24	ＥＴＣカード売上	ETC	1回払い	470	0	470	470	0	*	202511	ｹｲﾖｳﾄﾞｳｾﾂ  ﾂﾂﾐﾄﾞｵﾘｳｴ
2025/9/24	ＥＴＣカード売上	ETC	1回払い	470	0	470	470	0	*	202511	ﾂﾂﾐﾄﾞｵﾘﾆ   ｹｲﾖｳﾄﾞｳｾﾂ
2025/11/29	GGANGDOAIHOO NIGHT M利用国KOR	本人	1回払い	2778	0	2778	2778	0	*	202512	現地利用額　　　　　２５０００．０００変換レート　　　０．１１２円
2025/11/29	IMATEU24 OSEULLOPAKE利用国KOR	本人	1回払い	500	0	500	500	0	*	202512	現地利用額　　　　　　４５００．０００変換レート　　　０．１１２円
2025/11/28	(JOO)ESAENESPUMSEOGA利用国KOR	本人	1回払い	7141	0	7141	7141	0	*	202512	現地利用額　　　　　６４３００．０００変換レート　　　０．１１２円
2025/11/28	PASCUCCI  PEER SEOMY利用国KOR	本人	1回払い	1332	0	1332	1332	0	*	202512	現地利用額　　　　　１２０００．０００変換レート　　　０．１１１円
2025/11/28	IMATEU24 OSEULLOPAKE利用国KOR	本人	1回払い	489	0	489	489	0	*	202512	現地利用額　　　　　　４４００．０００変換レート　　　０．１１２円
2025/11/28	25/10-25/11ｽｲﾄﾞｳ	本人	1回払い	5579	0	5579	5579	0	*	202512	
2025/11/27	4001032ｽ-ﾊﾟ-ﾀﾅｶﾎ	本人	1回払い	3329	0	3329	3329	0	*	202512	
2025/11/27	ﾚﾝｹﾞｼﾖｸﾄﾞｳﾄｳｼﾕｳﾁ	本人	1回払い	1078	0	1078	1078	0	*	202512	
2025/11/26	GOOGLE *PROXIMA BETA利用国USA	本人	1回払い	830	0	830	830	0	*	202512	現地利用額　　　　　　　　　５．１１０変換レート　１６２．４２７円
2025/11/26	ﾏﾙｴﾂﾁﾖｳﾌﾃﾝ	本人	1回払い	150	0	150	150	0	*	202512	
2025/11/26	ﾚﾝｹﾞｼﾖｸﾄﾞｳﾄｳｼﾕｳﾁ	本人	1回払い	1078	0	1078	1078	0	*	202512	
2025/11/25	GOOGLE *PROXIMA BETA利用国USA	本人	1回払い	3312	0	3312	3312	0	*	202512	現地利用額　　　　　　　　２０．３３０変換レート　１６２．９１２円
2025/11/24	ファミリーマート	本人	1回払い	505	0	505	505	0	*	202512	
2025/11/24	ﾃﾞｲﾘ-ﾔﾏｻﾞｷ	本人	1回払い	5900	0	5900	5900	0	*	202512	
2025/11/24	ｶﾌｴｼｴﾙﾌﾞﾙ-ﾃﾝ	本人	1回払い	950	0	950	950	0	*	202512	
2025/11/23	ｱﾏｿﾞﾝﾌﾟﾗｲﾑｶｲﾋ	本人	1回払い	600	0	600	600	0	*	202512	
2025/11/23	ｷﾔﾝﾄﾞｳﾀｹﾉﾂｶｴｷﾏｴﾃ	本人	1回払い	770	0	770	770	0	*	202512	
2025/11/22	ﾘﾌﾞﾚｹｲｾｲﾐﾅﾐｾﾝｼﾞﾕ	本人	1回払い	6687	0	6687	6687	0	*	202512	
2025/11/22	AMAZON.CO.JP	本人	1回払い	4914	0	4914	4914	0	*	202512	
2025/11/21	4001032ｽ-ﾊﾟ-ﾀﾅｶﾎ	本人	1回払い	1989	0	1989	1989	0	*	202512	
2025/11/20	ローソン	本人	1回払い	684	0	684	684	0	*	202512	
2025/11/20	ﾚﾝｹﾞｼﾖｸﾄﾞｳﾄｳｼﾕｳﾁ	本人	1回払い	913	0	913	913	0	*	202512	
2025/11/18	ｱﾄﾚｱｷﾊﾊﾞﾗ2	本人	1回払い	945	0	945	945	0	*	202512	
2025/11/18	ﾊｶﾀｹﾞｷｼﾞｮｳｼﾝﾊﾞｼｻ	本人	1回払い	19635	0	19635	19635	0	*	202512	
2025/11/17	ﾚﾝｹﾞｼﾖｸﾄﾞｳﾄｳｼﾕｳﾁ	本人	1回払い	726	0	726	726	0	*	202512	
2025/11/16	ﾃﾞｲﾘ-ﾔﾏｻﾞｷ	本人	1回払い	6256	0	6256	6256	0	*	202512	
2025/11/16	ﾄﾞ-ﾑｼﾖﾂﾌﾟ(ﾃﾅﾝﾄ)	本人	1回払い	1100	0	1100	1100	0	*	202512	
2025/11/16	ﾄｳｷﾖｳﾄﾞ-ﾑｻﾝﾄﾘ-ﾅｶ	本人	1回払い	900	0	900	900	0	*	202512	
2025/11/16	ﾄｳｷﾖｳﾄﾞ-ﾑｻﾝﾄﾘ-ﾅｶ	本人	1回払い	900	0	900	900	0	*	202512	
2025/11/16	ﾊｲｶﾗ ﾌﾗｲﾄﾞﾁｷﾝ/NF	本人	1回払い	2650	0	2650	2650	0	*	202512	
2025/11/15	ローソン	本人	1回払い	360	0	360	360	0	*	202512	
2025/11/15	ﾗｲﾌﾎﾟﾝﾃﾎﾟﾙﾀｾﾝｼﾞﾕ	本人	1回払い	6555	0	6555	6555	0	*	202512	
2025/11/15	ｽﾐﾄﾓｾｲﾒｲﾎｹﾝ(ﾎｹﾝﾘ	本人	1回払い	10000	0	10000	10000	0	*	202512	
2025/11/15	ｽﾐﾄﾓｾｲﾒｲﾎｹﾝ(ﾎｹﾝﾘ	本人	1回払い	6820	0	6820	6820	0	*	202512	
2025/11/15	ｽﾐﾄﾓｾｲﾒｲﾎｹﾝ(VITA	本人	1回払い	440	0	440	440	0	*	202512	
2025/11/14	ﾏﾙｴﾂﾁﾖｳﾌﾃﾝ	本人	1回払い	817	0	817	817	0	*	202512	
2025/11/14	ﾚﾝｹﾞｼﾖｸﾄﾞｳﾄｳｼﾕｳﾁ	本人	1回払い	913	0	913	913	0	*	202512	
2025/11/14	ﾄｳｷｮｳ ｶﾞｽ ｶﾞｽﾘﾖｳｷﾝ  25/11 1576-780-1077	本人	1回払い	11077	0	11077	11077	0	*	202512	
2025/11/12	GOOGLE *YOUTUBEPREMI利用国GBR	本人	1回払い	1280	0	1280	1280	0	*	202512	現地利用額　　　　　　１２８０．０００変換レート　　　１．０００円
2025/11/12	ｳｰﾊﾞｰｲｰﾂｼﾞｬﾊﾟﾝｺﾞ	本人	1回払い	1408	0	1408	1408	0	*	202512	
2025/11/12	4001032ｽ-ﾊﾟ-ﾀﾅｶﾎ	本人	1回払い	3393	0	3393	3393	0	*	202512	
2025/11/11	ｻｲｾﾞﾘﾔ/NFC	本人	1回払い	2400	0	2400	2400	0	*	202512	
2025/11/10	4001032ｽ-ﾊﾟ-ﾀﾅｶﾎ	本人	1回払い	1919	0	1919	1919	0	*	202512	
2025/11/10	ﾚﾝｹﾞｼﾖｸﾄﾞｳﾄｳｼﾕｳﾁ	本人	1回払い	693	0	693	693	0	*	202512	
2025/11/9	ローソン	本人	1回払い	413	0	413	413	0	*	202512	
2025/11/9	ファミリーマート	本人	1回払い	307	0	307	307	0	*	202512	
2025/11/8	GOOGLE PROXIMA BETA利用国USA	本人	1回払い	2504	0	2504	2504	0	*	202512	現地利用額　　　　　　　　１５．７４０変換レート　１５９．０８６円
2025/11/8	GOOGLE PROXIMA BETA利用国USA	本人	1回払い	816	0	816	816	0	*	202512	現地利用額　　　　　　　　　５．１３０変換レート　１５９．０６５円
2025/11/8	ﾚｲﾘ-	本人	1回払い	5100	0	5100	5100	0	*	202512	
2025/11/8	ﾃﾞｲﾘ-ﾔﾏｻﾞｷ	本人	1回払い	5900	0	5900	5900	0	*	202512	
2025/11/7	ﾚﾝｹﾞｼﾖｸﾄﾞｳﾄｳｼﾕｳﾁ	本人	1回払い	935	0	935	935	0	*	202512	
2025/11/7	ＮＵＲＯ光　ご利用料金	本人	1回払い	2870	0	2870	2870	0	*	202512	
2025/11/6	4001032ｽ-ﾊﾟ-ﾀﾅｶﾎ	本人	1回払い	4402	0	4402	4402	0	*	202512	
2025/11/5	ﾚﾝｹﾞｼﾖｸﾄﾞｳﾄｳｼﾕｳﾁ	本人	1回払い	759	0	759	759	0	*	202512	
2025/11/3	GOOGLE *PROXIMA BETA利用国USA	本人	1回払い	167	0	167	167	0	*	202512	現地利用額　　　　　　　　　１．０５０変換レート　１５９．０４８円
2025/11/3	GOOGLE *PROXIMA BETA利用国USA	本人	1回払い	838	0	838	838	0	*	202512	現地利用額　　　　　　　　　５．２４０変換レート　１５９．９２４円
2025/11/2	ﾌｸﾛｳﾉﾓﾘ	本人	1回払い	2100	0	2100	2100	0	*	202512	
2025/11/2	ｻﾐﾂﾄ	本人	1回払い	7393	0	7393	7393	0	*	202512	
2025/11/2	ﾃﾞｲﾘ-ﾔﾏｻﾞｷ	本人	1回払い	673	0	673	673	0	*	202512	
2025/11/2	ファミリーマート	本人	1回払い	330	0	330	330	0	*	202512	
2025/11/2	ﾀｲﾑｽﾞｶ-	本人	1回払い	9330	0	9330	9330	0	*	202512	
2025/11/2	ＥＴＣカード売上	ETC	1回払い	1440	0	1440	1440	0	*	202512	ﾈﾘﾏ        ﾋｶﾞｼﾏﾂﾔﾏ
2025/11/2	ＥＴＣカード売上	ETC	1回払い	1440	0	1440	1440	0	*	202512	ﾋｶﾞｼﾏﾂﾔﾏ   ﾈﾘﾏ
2025/11/1	4001032ｽ-ﾊﾟ-ﾀﾅｶﾎ	本人	1回払い	6926	0	6926	6926	0	*	202512	
2025/11/1	ﾕﾆｸﾛ/NFC	本人	1回払い	17980	0	17980	17980	0	*	202512	
2025/11/1	AMAZON.CO.JP	本人	1回払い	390	0	390	390	0	*	202512	
2025/11/1	ﾄﾞﾝｷﾎｰﾃｷﾀｾﾝｼﾞｭﾆｼ	本人	1回払い	2061	0	2061	2061	0	*	202512	
2025/10/31	ＩＩＪ　サービス料金	本人	1回払い	1113	0	1113	1113	0	*	202512	
2025/12/31	ファミリーマート　ﾎｷﾏｺﾞﾁﾖｳﾒ	本人	1回払い	330	0	330	1月	330	0	202601	
2025/12/31	マスター国内利用　MZZ ｽ-ﾊﾟ-ﾍﾞﾙｸｽｿｳｶﾔﾂｶ	本人	1回払い	16602	0	16602	1月	16602	0	202601	
2025/12/30	マスター国内利用　MZZ ｷｯｻｼﾂﾙﾉｱｰﾙ ｳｴﾉｼﾉ	本人	1回払い	3260	0	3260	1月	3260	0	202601	
2025/12/29	海外利用　１　GOOGLE *PROXIMA BETA	本人	1回払い	848	0	848	1月	848	0	202601	
2025/12/29	ローソン　243062	本人	1回払い	1530	0	1530	1月	1530	0	202601	
2025/12/28	マスター国内利用　MZZ 4001030 ﾀﾅｶｴｷﾏｴﾃ	本人	1回払い	2332	0	2332	1月	2332	0	202601	
2025/12/26	マスター国内利用　MZZ 4001032ｽ-ﾊﾟ-ﾀﾅｶﾎ	本人	1回払い	2340	0	2340	1月	2340	0	202601	
2025/12/25	マスター国内利用　MZZ ﾓｽﾌﾟﾚﾐｱﾑｻｸﾗｷﾞﾁｮｳ	本人	1回払い	4580	0	4580	1月	4580	0	202601	
2025/12/25	マスター国内利用　MZZ ﾓｽﾊﾞ-ｶﾞ-	本人	1回払い	1500	0	1500	1月	1500	0	202601	
2025/12/24	セブン－イレブン	本人	1回払い	2512	0	2512	1月	2512	0	202601	
2025/12/24	セブン－イレブン	本人	1回払い	5100	0	5100	1月	5100	0	202601	
2025/12/24	マスター国内利用　MZZ ｲﾙ ｷｬﾝﾃｨ ﾋﾟｱｯﾂｧ	本人	1回払い	10400	0	10400	1月	10400	0	202601	
2025/12/24	マスター国内利用　MZZ ｵｵｻｶｵｳｼﾖｳ ﾁﾖｳﾌﾃﾝ	本人	1回払い	6320	0	6320	1月	6320	0	202601	
2025/12/23	マスター国内利用　MZZ ｱﾏｿﾞﾝﾌﾟﾗｲﾑｶｲﾋ	本人	1回払い	600	0	600	1月	600	0	202601	
2025/12/22	マスター国内利用　MZZ 4001030 ﾀﾅｶｴｷﾏｴﾃ	本人	1回払い	819	0	819	1月	819	0	202601	
2025/12/22	マスター国内利用　MZZ AMAZON.CO.JP	本人	1回払い	2545	0	2545	1月	2545	0	202601	
2025/12/22	マスター国内利用　MZZ ﾚﾝｹﾞｼﾖｸﾄﾞｳﾄｳｼﾕｳﾁ	本人	1回払い	1078	0	1078	1月	1078	0	202601	
2025/12/21	マスター国内利用　MZZ 4001030 ﾀﾅｶｴｷﾏｴﾃ	本人	1回払い	579	0	579	1月	579	0	202601	
2025/12/21	マスター国内利用　MZZ ﾏｸﾄﾞﾅﾙﾄﾞ	本人	1回払い	650	0	650	1月	650	0	202601	
2025/12/20	マスター国内利用　MZZ ﾄｳﾎｳｼﾈﾏｽﾞｳｴﾉ	本人	1回払い	900	0	900	1月	900	0	202601	
2025/12/20	マスター国内利用　MZZ ﾏﾂｻﾞｶﾔｳｴﾉﾃﾝ	本人	1回払い	1080	0	1080	1月	1080	0	202601	
2025/12/20	マスター国内利用　MZZ ﾏﾂｻﾞｶﾔｳｴﾉﾃﾝ	本人	1回払い	3060	0	3060	1月	3060	0	202601	
2025/12/19	マスター国内利用　MZZ ﾁﾖｳﾌﾊﾟﾙｺﾁﾔﾝｽｾﾝﾀｰ	本人	1回払い	6000	0	6000	1月	6000	0	202601	
2025/12/19	ローソン　074151	本人	1回払い	2098	0	2098	1月	2098	0	202601	
2025/12/19	マスター国内利用　MZZ ﾖｼﾉﾔ	本人	1回払い	896	0	896	1月	896	0	202601	
2025/12/16	マスター国内利用　MZZ 4001030 ﾀﾅｶｴｷﾏｴﾃ	本人	1回払い	252	0	252	1月	252	0	202601	
2025/12/16	マスター国内利用　MZZ ﾚﾝｹﾞｼﾖｸﾄﾞｳﾄｳｼﾕｳﾁ	本人	1回払い	1078	0	1078	1月	1078	0	202601	
2025/12/15	マスター国内利用　MZZ ｽﾐﾄﾓｾｲﾒｲﾎｹﾝ(ﾎｹﾝﾘ	本人	1回払い	10000	0	10000	1月	10000	0	202601	
2025/12/15	マスター国内利用　MZZ ｽﾐﾄﾓｾｲﾒｲﾎｹﾝ(ﾎｹﾝﾘ	本人	1回払い	6820	0	6820	1月	6820	0	202601	
2025/12/15	マスター国内利用　MZZ ｽﾐﾄﾓｾｲﾒｲﾎｹﾝ(VITA	本人	1回払い	440	0	440	1月	440	0	202601	
2025/12/15	マスター国内利用　MZZ ﾏﾙｴﾂﾁﾖｳﾌﾃﾝ	本人	1回払い	85	0	85	1月	85	0	202601	
2025/12/15	マスター国内利用　MZZ ﾚﾝｹﾞｼﾖｸﾄﾞｳﾄｳｼﾕｳﾁ	本人	1回払い	1034	0	1034	1月	1034	0	202601	
2025/12/14	マスター国内利用　MZZ ｳｰﾊﾞｰｲｰﾂｼﾞｬﾊﾟﾝｺﾞ	本人	1回払い	2277	0	2277	1月	2277	0	202601	
2025/12/14	マスター国内利用　MZZ ｽ-ﾊﾟ-ﾍﾞﾙｸｽｿｳｶﾔﾂｶ	本人	1回払い	11363	0	11363	1月	11363	0	202601	
2025/12/14	マスター国内利用　MZZ ﾀｲﾑｽﾞｶ-	本人	1回払い	1540	0	1540	1月	1540	0	202601	
2025/12/13	マスター国内利用　MYY ｶﾝﾐ ｳｴﾉﾎﾝﾃﾝ	本人	1回払い	20390	0	20390	1月	20390	0	202601	
2025/12/13	マスター国内利用　MZZ ﾍﾟｷﾝｶｫﾔｰﾃﾝｳｴﾉﾃﾝ	本人	1回払い	11055	0	11055	1月	11055	0	202601	
2025/12/12	マスター国内利用　MYY GOOGLE YOUTUBEPR	本人	1回払い	1280	0	1280	1月	1280	0	202601	
2025/12/12	マスター国内利用　MZZ 4001030 ﾀﾅｶｴｷﾏｴﾃ	本人	1回払い	483	0	483	1月	483	0	202601	
2025/12/12	東京ガス　･1576-780-1077	本人	1回払い	8302	0	8302	1月	8302	0	202601	
2025/12/11	ﾙﾐﾈｷﾀｾﾝｼﾞｭ	本人	1回払い	2218	0	2218	1月	2218	0	202601	
2025/12/11	ローソン　074151	本人	1回払い	428	0	428	1月	428	0	202601	
2025/12/11	マスター国内利用　MZZ ｷﾀｾﾝｼﾞﾕ ﾏﾙｲ/NFC	本人	1回払い	540	0	540	1月	540	0	202601	
2025/12/11	マスター国内利用　MZZ ﾚﾝｹﾞｼﾖｸﾄﾞｳﾄｳｼﾕｳﾁ	本人	1回払い	1034	0	1034	1月	1034	0	202601	
2025/12/9	楽天ＳＰ　ソジュハンザン　        709010	本人	1回払い	7183	0	7183	1月	7183	0	202601	
2025/12/8	マスター国内利用　MZZ 4001030 ﾀﾅｶｴｷﾏｴﾃ	本人	1回払い	3602	0	3602	1月	3602	0	202601	
2025/12/7	やきとりの扇屋竹ノ塚店　4979051066125	本人	1回払い	18456	0	18456	1月	18456	0	202601	
2025/12/4	マスター国内利用　MZZ ﾚﾝｹﾞｼﾖｸﾄﾞｳﾄｳｼﾕｳﾁ	本人	1回払い	1078	0	1078	1月	1078	0	202601	
2025/12/4	ＮＵＲＯ光　ご利用料金　ﾆｭｰﾛﾋｶﾘ ｺﾞﾘﾖｳﾘｮｳｷ	本人	1回払い	2870	0	2870	1月	2870	0	202601	
2025/12/2	海外利用　１　KT ROAMING CENTER 49	本人	1回払い	1824	0	1824	1月	1824	0	202601	
2025/12/2	海外利用　１　SITIPEULLEOSEU JEOI2	本人	1回払い	11672	0	11672	1月	11672	0	202601	
2025/12/2	マスター国内利用　MZZ AMAZON.CO.JP	本人	1回払い	390	0	390	1月	390	0	202601	
2025/12/2	マスター国内利用　MZZ ﾐﾆｽﾄﾂﾌﾟﾅﾘﾀｸｳｺｳﾀﾞ	本人	1回払い	162	0	162	1月	162	0	202601	
2025/11/30	ＩＩＪ　サービス料金　ｲﾝﾀｰﾈｯﾄｲﾆｼｱﾃｨﾌﾞ	本人	1回払い	929	0	929	1月	929	0	202601	
2026/1/1	海外利用　１　GOOGLE *PROXIMA BETA	本人	1回払い	844	0	844	2月以降			844	

日付	摘要	摘要内容	支払い金額	預かり金額	差引残高	メモ	未資金化区分	入払区分
2025/1/27	口座振替３	ＣＳＳ（ミツイスミカイ	1,180		10,799,523			振替支払い
2025/1/27	口座振替３	キコウヤチン０１ガツ	114,300		10,685,223			振替支払い
2025/1/27	口座振替４	ラクテンカ－ドサ－ビ	271,846		10,413,377			振替支払い
2025/1/29	振込６	カ）アイエスエス		735,000	11,148,377			振替入金
2025/2/17	利息	ス－パ－フツウ		3,782	11,152,159			振替入金
2025/2/25	口座振替３	キコウヤチン０２ガツ	114,300		11,037,859			振替支払い
2025/2/26	振込６	カ）アイエスエス		735,000	11,772,859			振替入金
2025/2/27	口座振替３	ＣＳＳ（ミツイスミカイ	1,180		11,771,679			振替支払い
2025/2/27	口座振替４	ラクテンカ－ドサ－ビ	289,194		11,482,485			振替支払い
2025/3/11	カ－ド		30,000		11,452,485			支払い
2025/3/25	口座振替３	キコウヤチン０３ガツ	114,300		11,338,185			振替支払い
2025/3/27	口座振替３	ＣＳＳ（ミツイスミカイ	1,180		11,337,005			振替支払い
2025/3/27	口座振替４	ラクテンカ－ドサ－ビ	236,184		11,100,821			振替支払い
2025/3/27	振込６	カ）アイエスエス		748,500	11,849,321			振替入金
2025/3/30	口座振替	ＲＴＫ　ペイペイ	2,000		11,847,321			振替支払い
2025/3/30	口座振替	ＲＴＫ　ペイペイ	1,000		11,846,321			振替支払い
2025/3/30	口座振替	ＲＴＫ　ペイペイ	1,000		11,845,321			振替支払い
2025/4/3	カ－ド		250,000		11,595,321			支払い
2025/4/11	口座振替	ＲＴＫ　ペイペイ	1,000		11,594,321			振替支払い
2025/4/20	振込１	キム　テヨン		7,500	11,601,821			振替入金
